id,entityName,registerDateMinistry,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,,,
1,Polska Kompania Doradcza Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Nie,,,,,,,,,,,,,,,,,,,,1,,,,,,
2,Pleon Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majchrzak Krzysztof,b.d.,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Tak,Krzysztof Majchrzak,Sekcja Ratująca Międzyszkolny Ośrodek Sportowy nr 5 w Instytucie Reumatologii,7/2/2011,26/4/2011,Działalność na rzecz ratowania Międzyszkolnego Ośrodka Sportowego nr 5 w Instytucje Reumatologii w Warszawie,,,,,,,,,,1,,,,,,,,1,,,
132,Viewpoint Group Sp. z o.o. i Wspólnicy Spółka Komandytowa,2008-12-16,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Wojciech Wiśniewski,"Izba Gospodarcza Ciepłownictwo Polskie, Związek Pracodawców Innowacyjnych Firm Farmaceutycznych INFARMA",22/1/2015,31/12/2015,"Prawo energetyczne, obrona narodowa, ochrona zdrowia, ochrona środowiska",,,,1,1,,1,1,,1,,,,,,,,,,,
133,MD Consulting – Magdalena Dobrzańska,2009-02-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Black&White Sylwia Pyffel,2009-02-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Sylwia Pyffel,Black&White Sylwia Pyffel,25/2/2009,11/5/2009,"Cele społeczne, polityka rodzinna",,,,,,,,,,,,,,,,,,,,,
135,Kancelaria Doradcza Tomasz A. Gryżewski,2009-03-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Gryżewski,Ecigars Polska Sp z o.o.,25/1/2010,24/4/2010,Ustawa o ochronie zdrowia przed następstwami używania tytoniu i wyrobów tytoniowych,,,,,,,,,,,,,,,,,,,,,
136,Monika Kwiatek,2009-03-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Hogan & Hartson Jamka Spółka komandytowa,2009-03-20,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"CE2 Centrum Edukacji M.Dziewa, E. Tarnas–Szwed Spółka jawna",2009-03-20,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dziewa,"CE2 Centrum Edukacji M.Dziewa, E.Tarnas-Szwed Spółka jawna",18/5/2009,23/6/2009,"Ochrona środwiska, życia i zdrowia",,,,,,,,,,,,,,,,,,,,,
139,Artur Dobiesław Winiarczyk,2009-03-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Piotr Mańkowski–Doradztwo,2009-05-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Business Centre Sp. z o.o.,2009-05-07,Nie,Nie dotyczy,Ministerstwo Finansów,Nie,,,,,,,,,1,,,,,,,,,,,,,,,,,
142,Adrian Paweł Łuczaj,2009-06-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,własne imię,5/8/2009,28/10/2009,"Ustawa ""Ordynacja wyborcza""",,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,Stowarzyszenie Polskich Videotek,6/11/2009,4/2/2010,Ustawy dotyczące kultury,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,Stowarzyszenie Polskich Videotek,11/2/2010,21/4/2010,Ustawy dotyczące kultury,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,Stowarzyszenie Polskich Videotek,14/4/2010,12/7/2010,Ustawy dotyczące kultury,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,Stowarzyszenie Polskich Videotek,3/9/2010,6/10/2010,Ustawy dotyczące kultury,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,Stowarzyszenie Polskich Videotek,28/9/2010,19/12/2010,Ustawy dotyczące kultury,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,El Hostel,13/12/2010,1/3/2011,Prawo o usługach turystycznych,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,El Hostel,4/3/2011,20/5/2011,Prawo o usługach turystycznych,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,El Hostel,13/6/2011,10/8/2011,Prawo o usługach turystycznych,,,,,,,,,,,,,,,,,,,,,
143,Bieniada lobbing,2009-07-01,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Bieniada,El Hostel,28/1/2014,31/12/2014,Prawo o usługach turystycznych na rzecz hoteli warszawskich i El Hostel,,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Kowalski,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",14/2/2011,17/4/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Krzysztof Poznański,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",14/2/2011,17/4/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Monika Tomczak,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",30/3/2011,17/4/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Kowalski,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",28/4/2011,6/7/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Krzysztof Poznański,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",28/4/2011,6/7/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
144,Polska Izba Gospodarcza Czystości,2009-07-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Kowalski,"ABC Service Sp.j.; AD Grupa Continental Sp z o.o.; Admar Grupa Polska Sp. z o.o.; AGAPE Barbara Gnatowska; Agapit Sp.j.; Agencja Ochrony GARDA Sp. z o.o.; AKS S. Czuba K. Boruta; ALBATROS Sp. z o.o.; AMLUX Sp. z o.o.; ANZA Sp. z o.o.; ART - CLEAN Sp. z o.o. PPHU ZPChr; Aspen Sp. z o.o.; Awomax Sp. z o.o.; Bater FU Robert Motyl; BKF System Tenzi Sp. z o.o.; BRAVOS s.c.; Buzil Polska Sp. z o.o.; CARZONI Izabela Seweryn, Clar System S.A.; Clovin S.A.; Czysta Polska Waldemar Kupś; DARMAR Marek Gruba, Dariusz Kupiec Sp.j.; Daunpol Sp. z o.o.; DBL Południe Wynajem odzieży roboczej Sp. z o.o.; DBL Poznań Wynajem odzieży roboczej Sp. z o.o.; DC System Sp. z o.o.; Diversey Polska Sp. z o.o.; Dompol PW Sp. z o.o.; DRACO-BIS Lewicki Marcin; Ecolab Sp. z o.o.; Ehrle Polska Sp. z o.o., EKO-SYSTEM Domański Maciej; Era Sp. z o.o.; Ever Grupa Sp. z o.o.; Firma W. Lewandowski PHU; GOS-ZEC Sp. z o.o. PU; HAKO POLSKA Sp. z o.o.; Hectas Usługi Sp. z o.o.; Henry Kruse Sp. z o.o.; HUTNIK-USŁUGI Sp. z o.o.; Impel Cleaning Sp. z o.o.; Impel Rental Sp. z o.o.; ISS Facility Services Sp z o.o.; Inwemer System Sp. z o.o.; J.K. Pucuś; JAWI Sp. z o.o; Jur-And s.c; Karcher Sp. z o.o.; Karor-Bis Sp. z o.o.; Kiehl-Żegarski Sp. z o.o.; Konsalnet-Inowopol Sp. z o.o. ZPChr; KOSMET ROKITA Sp. z o.o.; MARKER PU-H; Max Zakład Usług Pralniczych i Różnych Akademia Medyczna; Medi-Sept Sp. z o.o.; Medij Danuta Łapawa FUH; METALEX Paweł Cichocki; Mr Clean Sp. z o.o.; NANOCHEM Sp. z o.o.; Petmar-Łagowska Sp.j.; Praxima Hotel Service Sp. z o.o.; Prof-us PU Sp. z o.o.; Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o.o.; PURAQLEEN Polska Damian Comperlik; Rido s.c.; ROLVET J i B Napierała Sp.j.; SCA Hygiene Products Sp. z o.o.; SOLCOM BAYARD Sp. z o.o.; Sold S.A.; Sonia Pralnia Stanisław Pirch; Splast Sp. z o.o. ZPTS; Swish Polska Sp. z o.o.; TŰV Akademia Polska Sp. z o.o.; TŰV Rheinland Polska Sp. z o.o.; Uni-Art. Firma Prywatna; UNIPRAL Sp. z o.o.; Unitechnika S.A.; Vector DBL S.A.; Vermop Salmon Polska Sp. z o.o.; Voight Sp. z o.o. PPUH; Werner&Mertz Polska Sp. z o.o., Wisag Polska Sp. z o.o.; Zakłady Usługowe EZT S.A.; Żak System Sp. z o.o.",25/7/2011,5/10/2011,"Regulacje dot. prawa podatkowego, regulacje dot. prawa zamówień publicznych, regulacje dot. zatrudnienia osób niepełnosprawnych, regulacje dot. outsourcingu usług",,,,,,,,,,,,,,,,,,,,,
